system:index,Aver_K2O_rate_kg_ha,Aver_N_P2O5_K2O_rate_kg_ha,Aver_N_rate_kg_ha,Aver_P2O5_rate_kg_ha,COUNTRY_NA,Country,Crop,Crop_area_k_ha,FUBC_report_number,ISO3_code,K2O_k_t,K2O_pc_fert,K2O_rate_kg_ha,N_P2O5_K2O_k_t,N_k_t,N_pc_fert,N_rate_kg_ha,OBJECTID,Original_country_name_in_FUBC_report,P2O5_k_t,P2O5_pc_fert,P2O5_rate_kg_ha,Region_IFA,Shape_Area,Shape_Le_1,Shape_Leng,Year,Year_FUBC_publication,.geo
00000000000000000d42,NA,NA,NA,NA,Vietnam,Vietnam,Fibre crops,NA,7,VNM,0.4,NA,NA,3.55,2.5,NA,NA,259,Vietnam,0.65,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2010,2013,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d43,NA,NA,NA,NA,Vietnam,Vietnam,Fruit,NA,7,VNM,18,NA,NA,91.5,47.5,NA,NA,259,Vietnam,26,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2010,2013,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d44,NA,NA,NA,NA,Vietnam,Vietnam,Maize,NA,7,VNM,26,NA,NA,224.75,150,NA,NA,259,Vietnam,48.75,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2010,2013,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d45,NA,NA,NA,NA,Vietnam,Vietnam,Oil palm,NA,7,VNM,0,NA,NA,0,0,NA,NA,259,Vietnam,0,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2010,2013,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d46,NA,NA,NA,NA,Vietnam,Vietnam,Other cereals,NA,7,VNM,0,NA,NA,0,0,NA,NA,259,Vietnam,0,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2010,2013,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d47,NA,NA,NA,NA,Vietnam,Vietnam,Other crops,NA,7,VNM,19.6,NA,NA,159.2,85,NA,NA,259,Vietnam,54.6,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2010,2013,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d48,NA,NA,NA,NA,Vietnam,Vietnam,Other oil seed,NA,7,VNM,12,NA,NA,50.25,18.75,NA,NA,259,Vietnam,19.5,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2010,2013,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d49,NA,NA,NA,NA,Vietnam,Vietnam,Rice,NA,7,VNM,240,NA,NA,1406,750,NA,NA,259,Vietnam,416,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2010,2013,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d4a,NA,NA,NA,NA,Vietnam,Vietnam,Roots/tubers,NA,7,VNM,6,NA,NA,37.5,25,NA,NA,259,Vietnam,6.5,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2010,2013,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d4b,NA,NA,NA,NA,Vietnam,Vietnam,Soybeans,NA,7,VNM,6,NA,NA,24.5,8.75,NA,NA,259,Vietnam,9.75,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2010,2013,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d4c,NA,NA,NA,NA,Vietnam,Vietnam,Sugar crops,NA,7,VNM,32,NA,NA,98.25,50,NA,NA,259,Vietnam,16.25,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2010,2013,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d4d,NA,NA,NA,NA,Vietnam,Vietnam,Vegetables,NA,7,VNM,40,NA,NA,204.5,112.5,NA,NA,259,Vietnam,52,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2010,2013,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d4e,NA,NA,NA,NA,Vietnam,Vietnam,Wheat,NA,7,VNM,0,NA,NA,0,0,NA,NA,259,Vietnam,0,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2010,2013,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d4f,NA,NA,NA,NA,Vietnam,Vietnam,Fibre crops,NA,8,VNM,0.42,NA,NA,2.8056,1.8956,NA,NA,259,Vietnam,0.49,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2014,2017,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d50,NA,NA,NA,NA,Vietnam,Vietnam,Fruit,NA,8,VNM,29.7,NA,NA,117.0972,56.5972,NA,NA,259,Vietnam,30.8,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2014,2017,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d51,NA,NA,NA,NA,Vietnam,Vietnam,Grassland,NA,8,VNM,0,NA,NA,0,0,NA,NA,259,Vietnam,0,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2014,2017,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d52,NA,NA,NA,NA,Vietnam,Vietnam,Maize,NA,8,VNM,36,NA,NA,250.98,162.48,NA,NA,259,Vietnam,52.5,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2014,2017,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d53,NA,NA,NA,NA,Vietnam,Vietnam,Oil palm,NA,8,VNM,0,NA,NA,0,0,NA,NA,259,Vietnam,0,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2014,2017,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d54,NA,NA,NA,NA,Vietnam,Vietnam,Other cereals,NA,8,VNM,0,NA,NA,0,0,NA,NA,259,Vietnam,0,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2014,2017,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d55,NA,NA,NA,NA,Vietnam,Vietnam,Other crops,NA,8,VNM,70.38,NA,NA,258.1402,116.8502,NA,NA,259,Vietnam,70.91,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2014,2017,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d56,NA,NA,NA,NA,Vietnam,Vietnam,Other oil seed,NA,8,VNM,18,NA,NA,59.31,20.31,NA,NA,259,Vietnam,21,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2014,2017,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d57,NA,NA,NA,NA,Vietnam,Vietnam,Rice,NA,8,VNM,348,NA,NA,1608.4,812.4,NA,NA,259,Vietnam,448,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2014,2017,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d58,NA,NA,NA,NA,Vietnam,Vietnam,Roots/tubers,NA,8,VNM,9,NA,NA,43.08,27.08,NA,NA,259,Vietnam,7,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2014,2017,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d59,NA,NA,NA,NA,Vietnam,Vietnam,Soybeans,NA,8,VNM,4.5,NA,NA,14.489,4.739,NA,NA,259,Vietnam,5.25,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2014,2017,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d5a,NA,NA,NA,NA,Vietnam,Vietnam,Sugar crops,NA,8,VNM,36,NA,NA,109.41,54.16,NA,NA,259,Vietnam,19.25,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2014,2017,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d5b,NA,NA,NA,NA,Vietnam,Vietnam,Vegetables,NA,8,VNM,48,NA,NA,190.288,97.488,NA,NA,259,Vietnam,44.8,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2014,2017,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d5c,NA,NA,NA,NA,Vietnam,Vietnam,Wheat,NA,8,VNM,0,NA,NA,0,0,NA,NA,259,Vietnam,0,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2014,2017,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d5d,23.92662756,215.222992,152.4439892,38.8523752,Vietnam,Vietnam,Cottonseed,0.606,9,VNM,0.014499536,NA,NA,0.130425133,0.092381057,NA,NA,259,Vietnam,0.023544539,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2018,2022,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d5e,44.7672446,229.8125931,120.4287747,64.61657387,Vietnam,Vietnam,Fruit primary and citrus fruits and treenuts,724.203,9,VNM,32.42057284,NA,NA,166.4309694,87.2148799,NA,NA,259,Vietnam,46.79551665,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2018,2022,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d5f,26.56640123,249.7528033,169.2628087,53.92359338,Vietnam,Vietnam,Maize,1032.598,9,VNM,27.43241277,NA,NA,257.8942452,174.7804377,NA,NA,259,Vietnam,55.68139468,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2018,2022,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d60,39.29615737,165.6977905,62.59201153,63.80962159,Vietnam,Vietnam,Other oil crops,377.642,9,VNM,14.83987946,NA,NA,62.574445,23.63737242,NA,NA,259,Vietnam,24.09719312,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2018,2022,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d61,28.7779857,136.5824203,67.44845347,40.35598115,Vietnam,Vietnam,Residual,2141.512,9,VNM,61.62840172,NA,NA,292.4928921,144.4416725,NA,NA,259,Vietnam,86.4228179,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2018,2022,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d62,38.72421257,235.7258884,127.6158661,69.38580969,Vietnam,Vietnam,Rice,7570.741,9,VNM,293.1709838,NA,NA,1784.619648,966.1466698,NA,NA,259,Vietnam,525.3019942,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2018,2022,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d63,11.08608865,70.17586077,47.08861358,12.00115854,Vietnam,Vietnam,Roots/tubers,655.627,9,VNM,7.268339044,NA,NA,46.00918907,30.87256646,NA,NA,259,Vietnam,7.868283567,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2018,2022,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d64,35.79349488,147.1274618,53.21201515,58.12195178,Vietnam,Vietnam,Soybeans,53.364,9,VNM,1.910084061,NA,NA,7.851309872,2.839605977,NA,NA,259,Vietnam,3.101619835,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2018,2022,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d65,102.6741593,397.1455099,218.056339,76.41501162,Vietnam,Vietnam,Sugar cane,269.434,9,VNM,27.66390942,NA,NA,107.0045033,58.75179164,NA,NA,259,Vietnam,20.58880224,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2018,2022,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d66,38.98589243,201.4066031,111.7760632,50.64464741,Vietnam,Vietnam,Vegetables,1009.363,9,VNM,39.35091734,NA,NA,203.2923731,112.8226225,NA,NA,259,Vietnam,51.11883324,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,2018,2022,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d67,0,NA,32,0,Vietnam,Vietnam,Maize,432,2,VNM,0,NA,NA,13.8,13.8,NA,NA,259,Vietnam,0,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,1990/91,1994,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d68,0,NA,1.3,0,Vietnam,Vietnam,Other,1826,2,VNM,0,NA,NA,2.4,2.4,NA,NA,259,Vietnam,0,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,1990/91,1994,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d69,0,NA,25,0,Vietnam,Vietnam,Pulses,293,2,VNM,0,NA,NA,7.3,7.3,NA,NA,259,Vietnam,0,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,1990/91,1994,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d6a,0,NA,26.2,0,Vietnam,Vietnam,Rice,6027,2,VNM,0,NA,NA,157.9,157.9,NA,NA,259,Vietnam,0,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,1990/91,1994,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000d6b,0,NA,7.2,0,Vietnam,Vietnam,Roots and Tubers,640,2,VNM,0,NA,NA,4.6,4.6,NA,NA,259,Vietnam,0,NA,NA,East Asia,27.801418545,109.483141721,109.483141721,1990/91,1994,"{""type"":""Point"",""coordinates"":[106.35089065405226,16.54971094312531]}"
00000000000000000f82,NA,NA,NA,NA,Burma,Burma,Cassava,6,1,MMR,0,33,0,NA,NA,33,1,275,Burma,NA,33,1,East Asia,58.1159198898,148.039281356,148.039281356,1991,1992,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f83,NA,NA,NA,NA,Burma,Burma,Cotton,64,1,MMR,0,59,0,1.3,1.2,59,31,275,Burma,0.2,59,4,East Asia,58.1159198898,148.039281356,148.039281356,1991,1992,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f84,NA,NA,NA,NA,Burma,Burma,Groundnut,567,1,MMR,0,12,0,1.4,0.7,12,10,275,Burma,0.7,12,11,East Asia,58.1159198898,148.039281356,148.039281356,1991,1992,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f85,NA,NA,NA,NA,Burma,Burma,Maize,123,1,MMR,0.1,17,5,3.1,2.3,17,112,275,Burma,0.7,17,32,East Asia,58.1159198898,148.039281356,148.039281356,1991,1992,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f86,NA,NA,NA,NA,Burma,Burma,Potato,14,1,MMR,0,36,0,0.2,0.2,36,37,275,Burma,0.1,36,10,East Asia,58.1159198898,148.039281356,148.039281356,1991,1992,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f87,NA,NA,NA,NA,Burma,Burma,Pulses (Other),68,1,MMR,0,26,0,0.3,0,26,0,275,Burma,0.3,26,19,East Asia,58.1159198898,148.039281356,148.039281356,1991,1992,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f88,NA,NA,NA,NA,Burma,Burma,Rice,4800,1,MMR,0,57,0,38.3,32.8,57,12,275,Burma,5.5,57,2,East Asia,58.1159198898,148.039281356,148.039281356,1991,1992,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f89,NA,NA,NA,NA,Burma,Burma,Rubber,40,1,MMR,NA,62,1,0.7,0.6,62,25,275,Burma,NA,62,2,East Asia,58.1159198898,148.039281356,148.039281356,1991,1992,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f8a,NA,NA,NA,NA,Burma,Burma,Sesame,1011,1,MMR,0,8,0,2.6,1.9,8,24,275,Burma,0.6,8,8,East Asia,58.1159198898,148.039281356,148.039281356,1991,1992,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f8b,NA,NA,NA,NA,Burma,Burma,Sugar cane,47,1,MMR,0.4,27,35,1.8,1.2,27,95,275,Burma,0.2,27,15,East Asia,58.1159198898,148.039281356,148.039281356,1991,1992,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f8c,NA,NA,NA,NA,Burma,Burma,Sunflower,220,1,MMR,0,19,0,0.3,0.3,19,8,275,Burma,0,19,0,East Asia,58.1159198898,148.039281356,148.039281356,1991,1992,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f8d,NA,NA,NA,NA,Burma,Burma,Tobacco,33,1,MMR,0.1,6,58,0.2,0.1,6,46,275,Burma,0,NA,NA,East Asia,58.1159198898,148.039281356,148.039281356,1991,1992,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f8e,NA,NA,NA,NA,Burma,Burma,Wheat,136,1,MMR,0,41,0,0.6,0.4,41,7,275,Burma,0.2,41,4,East Asia,58.1159198898,148.039281356,148.039281356,1991,1992,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f8f,NA,NA,NA,NA,Burma,Burma,Chick pea,159,1,MMR,0,20,0,0.4,0,20,0,275,Burma,0.4,20,14,East Asia,58.1159198898,148.039281356,148.039281356,1991,1992,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f90,NA,NA,NA,NA,Burma,Burma,Jute,36,1,MMR,0.3,100,8,1.8,1.4,100,40,275,Burma,0,0,0,East Asia,58.1159198898,148.039281356,148.039281356,1991,1992,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f91,NA,NA,0.3,NA,Burma,Burma,Bean,700,3,MMR,0,NA,NA,0.21,0.21,NA,NA,275,Burma,0,NA,NA,East Asia,58.1159198898,148.039281356,148.039281356,1994,1996,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f92,NA,NA,2.2,NA,Burma,Burma,Cotton,165,3,MMR,0,NA,NA,0.363,0.363,NA,NA,275,Burma,0,NA,NA,East Asia,58.1159198898,148.039281356,148.039281356,1994,1996,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f93,NA,NA,5,0.5,Burma,Burma,Maize,196,3,MMR,0,NA,NA,1.078,0.98,NA,NA,275,Burma,0.098,NA,NA,East Asia,58.1159198898,148.039281356,148.039281356,1994,1996,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f94,0.4,NA,18,5,Burma,Burma,Rice,5665,3,MMR,2.266,NA,NA,132.561,101.97,NA,NA,275,Burma,28.325,NA,NA,East Asia,58.1159198898,148.039281356,148.039281356,1994,1996,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f95,NA,NA,0.6,0.3,Burma,Burma,Sesame,974,3,MMR,0,NA,NA,0.8766,0.5844,NA,NA,275,Burma,0.2922,NA,NA,East Asia,58.1159198898,148.039281356,148.039281356,1994,1996,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f96,0.8,NA,15,2,Burma,Burma,Wheat,137,3,MMR,0.1096,NA,NA,2.4386,2.055,NA,NA,275,Burma,0.274,NA,NA,East Asia,58.1159198898,148.039281356,148.039281356,1994,1996,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f97,0,NA,0.3,0,Burma,Burma,Bean,700,4,MMR,0,NA,NA,0.2,0.2,NA,NA,275,Burma,0,NA,NA,East Asia,58.1159198898,148.039281356,148.039281356,1994,1999,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f98,0,NA,2.2,0,Burma,Burma,Cotton,165,4,MMR,0,NA,NA,0.4,0.4,NA,NA,275,Burma,0,NA,NA,East Asia,58.1159198898,148.039281356,148.039281356,1994,1999,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f99,0,NA,5,0.5,Burma,Burma,Maize,196,4,MMR,0,NA,NA,1.1,1,NA,NA,275,Burma,0.1,NA,NA,East Asia,58.1159198898,148.039281356,148.039281356,1994,1999,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f9a,0.4,NA,18,5,Burma,Burma,Rice,5665,4,MMR,2.3,NA,NA,132.6,102,NA,NA,275,Burma,28.3,NA,NA,East Asia,58.1159198898,148.039281356,148.039281356,1994,1999,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f9b,0,NA,0.6,0.3,Burma,Burma,Sesame,974,4,MMR,0,NA,NA,0.9,0.6,NA,NA,275,Burma,0.3,NA,NA,East Asia,58.1159198898,148.039281356,148.039281356,1994,1999,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f9c,0.8,NA,15,2,Burma,Burma,Wheat,137,4,MMR,0.1,NA,NA,2.4,2.1,NA,NA,275,Burma,0.3,NA,NA,East Asia,58.1159198898,148.039281356,148.039281356,1994,1999,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f9d,NA,NA,NA,NA,Burma,Burma,Soybean,102,5,MMR,0,102,0,0,0,102,0,275,Burma,0,102,0,East Asia,58.1159198898,148.039281356,148.039281356,2001,2002,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f9e,NA,NA,NA,NA,Burma,Burma,Vegetables,275,5,MMR,2.1,35,25,8.9,4.3,35,45,275,Burma,2.5,35,30,East Asia,58.1159198898,148.039281356,148.039281356,2001,2002,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000f9f,NA,NA,NA,NA,Burma,Burma,Cassava,8,5,MMR,0,0,0,0,0,0,0,275,Burma,0,0,0,East Asia,58.1159198898,148.039281356,148.039281356,2001,2002,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000fa0,NA,NA,NA,NA,Burma,Burma,Coconut,32,5,MMR,0,0,0,0,0,0,0,275,Burma,0,0,0,East Asia,58.1159198898,148.039281356,148.039281356,2001,2002,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000fa1,NA,NA,NA,NA,Burma,Burma,Rubber,47,5,MMR,0,0,0,0,0,0,0,275,Burma,0,0,0,East Asia,58.1159198898,148.039281356,148.039281356,2001,2002,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000fa2,NA,NA,NA,NA,Burma,Burma,Coffee,4,5,MMR,0,10,10,0,0,10,45,275,Burma,0,10,20,East Asia,58.1159198898,148.039281356,148.039281356,2001,2002,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
00000000000000000fa3,NA,NA,NA,NA,Burma,Burma,Groundnut,530,5,MMR,0,10,0,0.8,0.5,10,10,275,Burma,0.3,10,5,East Asia,58.1159198898,148.039281356,148.039281356,2001,2002,"{""type"":""Point"",""coordinates"":[96.51207646272279,21.058817094255645]}"
